chr	start	end	strand	itr_id	gene	product	protein_id
NC_000913.3	2257429	2258367	-	2149	psuK	pseudouridine 5'-phosphate glycosidase	ref|NP_416670.1|
NC_000913.3	2258355	2259296	-	2150	fruA	pseudouridine kinase	ref|NP_416671.1|
NC_000913.3	2259719	2261410	-	2151	fruK	fused fructose-specific PTS enzymes: IIBcomponent/IIC components	ref|NP_416672.1|
NC_000913.3	2261427	2262365	-	2152	fruB	fructose-1-phosphate kinase	ref|NP_416673.1|
NC_000913.3	2262365	2263495	-	2153	setB	fused fructose-specific PTS enzymes: IIA component/HPr component	ref|NP_416674.1|
NC_000913.3	2263863	2265044	+	2154	yeiW	lactose/glucose efflux system	ref|NP_416675.1|
NC_000913.3	2265041	2265295	-	2155	yeiP	UPF0153 cysteine cluster protein	ref|YP_588461.1|
NC_000913.3	2265450	2266022	+	2156	yeiQ	elongation factor P-like protein	ref|NP_416676.4|
NC_000913.3	2266245	2267711	+	2157	yeiR	putative NAD-dependent D-mannonate oxidoreductase	ref|NP_416677.1|
NC_000913.3	2267829	2268815	+	2158	lpxT	Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein	ref|NP_416678.1|
NC_000913.3	2268854	2269567	+	2159	mepS	lipid A 1-diphosphate synthase; undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase	ref|NP_416679.4|
NC_000913.3	2269979	2270545	+	2160	rtn	murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase	ref|NP_416680.1|
NC_000913.3	2270726	2272282	+	2161	yejA	resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase	ref|NP_416681.1|
NC_000913.3	2272364	2274178	+	2162	yejB	microcin C ABC transporter periplasmic binding protein	ref|NP_416682.4|
NC_000913.3	2274179	2275273	+	2163	yejE	microcin C ABC transporter permease	ref|NP_416683.1|
NC_000913.3	2275273	2276298	+	2164	yejF	microcin C ABC transporter permease	ref|NP_416684.1|
NC_000913.3	2276300	2277889	+	2165	yejG	microcin C ABC transporter ATPase	ref|NP_416685.1|
NC_000913.3	2277893	2278237	-	2166	bcr	uncharacterized protein	ref|NP_416686.1|
NC_000913.3	2278570	2279760	-	2167	rsuA	bicyclomycin/cysteine/sulfonamide efflux transporter	ref|NP_416687.1|
NC_000913.3	2279788	2280483	-	2168	yejH	16S rRNA pseudouridine(516) synthase	ref|NP_416688.1|
NC_000913.3	2280632	2282392	+	2169	rplY	putative ATP-dependent DNA or RNA helicase	ref|NP_416689.1|
NC_000913.3	2282517	2282801	+	2170	yejK	50S ribosomal subunit protein L25	ref|NP_416690.1|
NC_000913.3	2282940	2283947	-	2171	yejL	spermidine nucleoid-associated protein	ref|NP_416691.1|
NC_000913.3	2284129	2284356	+	2172	yejM	UPF0352 family protein	ref|NP_416692.1|
NC_000913.3	2284376	2286136	+	2173	yejO	tRNA-Pro	ref|NP_416693.1|
NC_000913.3	2290114	2290180	-	2174	insH1	NA	NA
NC_000913.3	2289065	2290081	-	2175	narP	IS5 transposase and trans-activator	ref|NP_416696.1|
NC_000913.3	2290500	2291147	+	2176	ccmH	response regulator in two-component regulatory system with NarQ	ref|NP_416697.1|
NC_000913.3	2291358	2292410	-	2177	dsbE	heme lyase, CcmH subunit	ref|NP_416698.1|
NC_000913.3	2292407	2292964	-	2178	ccmF	periplasmic thioredoxin of cytochrome c-type biogenesis	ref|NP_416699.1|
NC_000913.3	2292961	2294904	-	2179	ccmE	heme lyase, CcmF subunit	ref|NP_416700.1|
NC_000913.3	2294901	2295380	-	2180	ccmD	periplasmic heme chaperone	ref|NP_416701.1|
NC_000913.3	2295377	2295586	-	2181	ccmC	cytochrome c biogenesis protein; heme export ABC transporter holo-CcmE release factor	ref|NP_416702.1|
NC_000913.3	2295583	2296320	-	2182	ccmB	heme export ABC transporter permease; CcmE-interacting protein	ref|NP_416703.1|
NC_000913.3	2296362	2297024	-	2183	ccmA	heme export ABC transporter permease	ref|NP_416704.1|
NC_000913.3	2297021	2297644	-	2184	napC	heme export ABC transporter ATPase	ref|NP_416705.2|
NC_000913.3	2297657	2298259	-	2185	napB	quinol dehydrogenase, electron source for NapAB	ref|NP_416706.1|
NC_000913.3	2298269	2298718	-	2186	napH	nitrate reductase, small, cytochrome C550 subunit, periplasmic	ref|NP_416707.4|
NC_000913.3	2298715	2299578	-	2187	napG	ferredoxin-type protein	ref|NP_416708.1|
NC_000913.3	2299565	2300260	-	2188	napA	ferredoxin-type protein	ref|NP_416709.1|
NC_000913.3	2300267	2302753	-	2189	napD	nitrate reductase, periplasmic, large subunit	ref|NP_416710.1|
NC_000913.3	2302750	2303013	-	2190	napF	assembly protein for periplasmic nitrate reductase	ref|NP_416711.1|
NC_000913.3	2303003	2303497	-	2191	eco	ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA	ref|NP_416712.1|
NC_000913.3	2303905	2304393	+	2192	mqo	ecotin, a serine protease inhibitor	ref|NP_416713.1|
NC_000913.3	2305108	2306754	-	2193	yojI	malate dehydrogenase, FAD/NAD(P)-binding domain	ref|NP_416714.1|
NC_000913.3	2306972	2308615	-	2194	alkB	microcin J25 efflux ABC transporter permease/ATPase	ref|NP_416715.1|
NC_000913.3	2308691	2309341	-	2195	ada	oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions	ref|NP_416716.1|
NC_000913.3	2309341	2310405	-	2196	apbE	fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase	ref|NP_416717.1|
NC_000913.3	2310479	2311534	-	2197	ompC	putative thiamine-synthetic flavin transferase lipoprotein	ref|NP_416718.1|
NC_000913.3	2311646	2312749	-	2198	rcsD	sRNA antisense regulator affecting ompF expression, Hfq-dependent	ref|NP_416719.1|
NC_000913.3	2313488	2316160	+	2199	rcsB	phosphotransfer intermediate protein in two-component regulatory system with RcsBC	ref|NP_416720.1|
NC_000913.3	2316177	2316827	+	2200	rcsC	response regulator in two-component regulatory system with RcsC and YojN	ref|NP_416721.1|
NC_000913.3	2317027	2319876	-	2201	atoS	hybrid sensory kinase in two-component regulatory system with RcsB and YojN	ref|NP_416722.2|
NC_000913.3	2320043	2321869	+	2202	atoC	sensory histidine kinase in two-component regulatory system with AtoC	ref|NP_416723.1|
NC_000913.3	2321866	2323251	+	2203	atoD	fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein	ref|NP_416724.1|
NC_000913.3	2323447	2324109	+	2204	atoA	acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit	ref|NP_416725.1|
NC_000913.3	2324109	2324759	+	2205	atoE	acetyl-CoA:acetoacetyl-CoA transferase, beta subunit	ref|NP_416726.1|
NC_000913.3	2324756	2326078	+	2206	atoB	short chain fatty acid transporter	ref|NP_416727.1|
NC_000913.3	2326109	2327293	+	2207	yfaP	acetyl-CoA acetyltransferase	ref|NP_416728.1|
NC_000913.3	2327367	2328143	-	2208	yfaQ	DUF2135 family protein, putative host defense protein	ref|NP_416729.1|
NC_000913.3	2328148	2329797	-	2209	yfaS	tandem DUF2300 domain protein, putative host defense protein	ref|NP_416730.1|
NC_000913.3	2329798	2334402	-	2210	yfaT	NA	NA
NC_000913.3	2334336	2334959	-	2211	yfaA	DUF1175 family protein, putative host defense protein	ref|NP_416732.4|
NC_000913.3	2334956	2336644	-	2212	gyrA	DUF2138 family protein, putative host defense protein	ref|NP_416733.4|
NC_000913.3	2336793	2339420	-	2213	ubiG	DNA gyrase (type II topoisomerase), subunit A	ref|NP_416734.1|
NC_000913.3	2339567	2340289	+	2214	yfaL	bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase	ref|NP_416735.1|
NC_000913.3	2340417	2344169	-	2215	nrdA	adhesin	ref|NP_416736.1|
NC_000913.3	2344865	2347150	+	2216	nrdB	ribonucleoside-diphosphate reductase 1, alpha subunit	ref|NP_416737.1|
NC_000913.3	2347384	2348514	+	2217	yfaE	ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein	ref|NP_416738.1|
NC_000913.3	2348514	2348768	+	2218	inaA	ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance	ref|NP_416739.1|
NC_000913.3	2348822	2349472	-	2219	yfaH	acid-inducible Kdo/WaaP family putative kinase	ref|NP_416740.1|
NC_000913.3	2349651	2349893	+	2220	glpQ	NA	NA
NC_000913.3	2349935	2351011	-	2221	glpT	periplasmic glycerophosphodiester phosphodiesterase	ref|NP_416742.1|
NC_000913.3	2351016	2352374	-	2222	glpA	sn-glycerol-3-phosphate transporter	ref|NP_416743.1|
NC_000913.3	2352647	2354275	+	2223	glpB	anaerobic sn-glycerol-3-phosphate dehydrogenase, large FAD/NAD(P)-binding subunit	ref|NP_416744.1|
NC_000913.3	2354265	2355524	+	2224	glpC	anaerobic sn-glycerol-3-phosphate dehydrogenase membrane anchor subunit	ref|NP_416745.1|
NC_000913.3	2355521	2356711	+	2225	yfaD	anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster	ref|NP_416746.1|
NC_000913.3	2356904	2357803	+	2226	ypaA	transposase_31 family protein	ref|NP_416747.1|
NC_000913.3	2357804	2358001	+	2227	rhmA	NA	NA
NC_000913.3	2358042	2358845	-	2228	rhmT	2-keto-3-deoxy-L-rhamnonate aldolase	ref|NP_416748.1|
NC_000913.3	2358863	2360152	-	2229	rhmD	putative L-rhamnonate transporter	ref|NP_416749.4|
NC_000913.3	2360209	2361414	-	2230	rhmR	L-rhamnonate dehydratase	ref|NP_416750.2|
NC_000913.3	2361429	2362211	-	2231	yfaY	putative DNA-binding transcriptional regulator for the rhm operon	ref|NP_416751.1|
NC_000913.3	2362431	2363633	-	2232	yfaZ	inactive PncC family protein	ref|NP_416752.1|
NC_000913.3	2363733	2364275	-	2233	nudI	outer membrane protein, putative porin	ref|NP_416753.4|
NC_000913.3	2364554	2364979	+	2234	ais	nucleoside triphosphatase	ref|NP_416754.1|
NC_000913.3	2365018	2365620	-	2235	arnB	putative LPS core heptose(II)-phosphate phosphatase	ref|NP_416755.1|
NC_000913.3	2365928	2367067	+	2236	arnC	uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent	ref|NP_416756.5|
NC_000913.3	2367071	2368039	+	2237	arnA	undecaprenyl phosphate-L-Ara4FN transferase	ref|NP_416757.1|
NC_000913.3	2368039	2370021	+	2238	arnD	fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase	ref|NP_416758.1|
NC_000913.3	2370018	2370908	+	2239	arnT	undecaprenyl phosphate-alpha-L-ara4FN deformylase	ref|NP_416759.1|
NC_000913.3	2370908	2372560	+	2240	arnE	4-amino-4-deoxy-L-arabinose transferase	ref|NP_416760.1|
NC_000913.3	2372557	2372892	+	2241	arnF	undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit	ref|YP_588462.1|
NC_000913.3	2372892	2373278	+	2242	pmrD	undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit	ref|NP_416761.4|
NC_000913.3	2373272	2373538	-	2243	menE	inactive two-component system connector protein	ref|NP_416762.2|
NC_000913.3	2373648	2375003	-	2244	menC	O-succinylbenzoate-CoA ligase	ref|NP_416763.1|
NC_000913.3	2375000	2375962	-	2245	menB	O-succinylbenzoyl-CoA synthase	ref|NP_416764.1|
NC_000913.3	2375962	2376819	-	2246	menH	dihydroxynaphthoic acid synthetase	ref|NP_416765.1|
NC_000913.3	2376834	2377592	-	2247	menD	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	ref|NP_416766.1|
NC_000913.3	2377589	2379259	-	2248	menF	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase; SEPHCHC synthase	ref|NP_416767.1|
NC_000913.3	2379348	2380643	-	2249	elaB	isochorismate synthase 2	ref|NP_416768.4|
NC_000913.3	2380722	2381027	-	2250	elaA	putative membrane-anchored DUF883 family ribosome-binding protein	ref|NP_416769.1|
NC_000913.3	2381082	2381543	-	2251	rbn	GNAT family putative N-acetyltransferase	ref|NP_416770.1|
NC_000913.3	2381608	2382525	+	2252	elaD	RNase BN, tRNA processing enzyme	ref|NP_416771.4|
NC_000913.3	2382713	2383924	+	2253	yfbK	protease, capable of cleaving an AMC-ubiquitin model substrate	ref|NP_416772.1|
NC_000913.3	2383995	2385722	-	2254	yfbL	Von Willebrand factor domain putative lipoprotein	ref|NP_416773.1|
NC_000913.3	2385860	2386831	+	2255	yfbM	putative M28A family peptidase	ref|NP_416774.2|
NC_000913.3	2386934	2387437	+	2256	yfbN	DUF1877 family protein	ref|NP_416775.1|
NC_000913.3	2387710	2388426	-	2257	yfbO	uncharacterized protein	ref|NP_416776.1|
NC_000913.3	2388635	2389057	+	2258	yfbP	uncharacterized protein	ref|NP_416777.2|
NC_000913.3	2389116	2389964	+	2259	nuoN	TPR-like repeats-containing protein	ref|NP_416778.2|
NC_000913.3	2390048	2391505	-	2260	nuoM	NADH:ubiquinone oxidoreductase, membrane subunit N	ref|NP_416779.2|
NC_000913.3	2391512	2393041	-	2261	nuoL	NADH:ubiquinone oxidoreductase, membrane subunit M	ref|NP_416780.1|
NC_000913.3	2393205	2395046	-	2262	nuoK	NADH:ubiquinone oxidoreductase, membrane subunit L	ref|NP_416781.1|
NC_000913.3	2395043	2395345	-	2263	nuoJ	NADH:ubiquinone oxidoreductase, membrane subunit K	ref|NP_416782.1|
NC_000913.3	2395342	2395896	-	2264	nuoI	NADH:ubiquinone oxidoreductase, membrane subunit J	ref|NP_416783.1|
NC_000913.3	2395908	2396450	-	2265	nuoH	NADH:ubiquinone oxidoreductase, chain I	ref|NP_416784.1|
NC_000913.3	2396465	2397442	-	2266	nuoG	NADH:ubiquinone oxidoreductase, membrane subunit H	ref|NP_416785.1|
NC_000913.3	2397439	2400165	-	2267	nuoF	NADH:ubiquinone oxidoreductase, chain G	ref|NP_416786.4|
NC_000913.3	2400218	2401555	-	2268	nuoE	NADH:ubiquinone oxidoreductase, chain F	ref|NP_416787.1|
NC_000913.3	2401552	2402052	-	2269	nuoC	NADH:ubiquinone oxidoreductase, chain E	ref|NP_416788.1|
NC_000913.3	2402055	2403845	-	2270	nuoB	NADH:ubiquinone oxidoreductase, fused CD subunit	ref|NP_416789.2|
NC_000913.3	2403951	2404613	-	2271	nuoA	NADH:ubiquinone oxidoreductase, chain B	ref|NP_416790.1|
NC_000913.3	2404629	2405072	-	2272	lrhA	NADH:ubiquinone oxidoreductase, membrane subunit A	ref|NP_416791.3|
NC_000913.3	2405703	2406641	-	2273	alaA	transcriptional repressor of flagellar, motility and chemotaxis genes	ref|NP_416792.1|
NC_000913.3	2407561	2408778	+	2274	yfbR	glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase	ref|NP_416793.1|
NC_000913.3	2408862	2409461	+	2275	yfbS	5'-nucleotidase	ref|NP_416794.1|
NC_000913.3	2409520	2411352	-	2276	yfbT	putative transporter	ref|NP_416795.1|
NC_000913.3	2411439	2412089	-	2277	yfbU	sugar phosphatas	ref|NP_416796.2|
NC_000913.3	2412100	2412594	-	2278	yfbV	UPF0304 family protein	ref|NP_416797.2|
NC_000913.3	2412677	2413132	-	2279	ackA	UPF0208 family inner membrane protein	ref|NP_416798.1|
NC_000913.3	2413470	2414672	+	2280	pta	acetate kinase A and propionate kinase 2	ref|NP_416799.1|
NC_000913.3	2414747	2416891	+	2281	yfcC	phosphate acetyltransferase	ref|NP_416800.1|
NC_000913.3	2417081	2418601	+	2282	yfcD	putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein	ref|NP_416801.2|
NC_000913.3	2418634	2419176	-	2283	yfcE	putative NUDIX hydrolase	ref|NP_416802.1|
NC_000913.3	2419234	2419788	-	2284	yfcF	phosphodiesterase activity on bis-pNPP	ref|NP_416803.3|
NC_000913.3	2419841	2420485	-	2285	yfcG	glutathione S-transferase	ref|NP_416804.1|
NC_000913.3	2420621	2421268	+	2286	folX	GSH-dependent disulfide bond oxidoreductase	ref|NP_416805.1|
NC_000913.3	2421325	2421687	+	2287	yfcH	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase	ref|NP_416806.1|
NC_000913.3	2421708	2422601	+	2288	yfcI	putative NAD-dependent nucleotide-sugar epimerase	ref|NP_416807.1|
NC_000913.3	2422649	2423539	-	2289	hisP	transposase_31 family protein	ref|NP_416808.1|
NC_000913.3	2423736	2424509	-	2290	hisM	histidine ABC transporter ATPase	ref|NP_416809.1|
NC_000913.3	2424517	2425233	-	2291	hisQ	histidine ABC transporter permease	ref|NP_416810.1|
NC_000913.3	2425230	2425916	-	2292	hisJ	histidine ABC transporter permease	ref|NP_416811.1|
NC_000913.3	2426006	2426788	-	2293	argT	histidine ABC transporter periplasmic binding protein	ref|NP_416812.1|
NC_000913.3	2427009	2427791	-	2294	ubiX	lysine/arginine/ornithine transporter subunit	ref|NP_416813.1|
NC_000913.3	2428057	2428626	-	2295	purF	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	ref|NP_416814.1|
NC_000913.3	2428721	2430238	-	2296	cvpA	amidophosphoribosyltransferase	ref|NP_416815.1|
NC_000913.3	2430275	2430763	-	2297	dedD	colicin V production protein	ref|NP_416816.1|
NC_000913.3	2431022	2431684	-	2298	folC	membrane-anchored periplasmic protein involved in septation	ref|NP_416817.2|
NC_000913.3	2431674	2432942	-	2299	accD	bifunctional folylpolyglutamate synthase/ dihydrofolate synthase	ref|NP_416818.1|
NC_000913.3	2433012	2433926	-	2300	dedA	acetyl-CoA carboxylase, beta (carboxyltransferase) subunit	ref|NP_416819.1|
NC_000913.3	2434082	2434741	-	2301	truA	DedA family inner membrane protein	ref|NP_416820.1|
NC_000913.3	2434824	2435636	-	2302	usg	tRNA pseudouridine(38-40) synthase	ref|NP_416821.1|
NC_000913.3	2435636	2436649	-	2303	pdxB	putative semialdehyde dehydrogenase	ref|NP_416822.1|
NC_000913.3	2436715	2437851	-	2304	flk	erythronate-4-phosphate dehydrogenase	ref|NP_416823.1|
NC_000913.3	2437950	2438945	+	2305	yfcJ	putative flagella assembly protein	ref|NP_416824.1|
NC_000913.3	2438942	2440120	-	2306	fabB	putative arabinose efflux transporter	ref|NP_416825.1|
NC_000913.3	2440385	2441605	-	2307	mnmC	3-oxoacyl-[acyl-carrier-protein] synthase I	ref|NP_416826.1|
NC_000913.3	2441764	2443770	+	2308	yfcL	fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase and FAD-dependent demodification enzyme	ref|NP_416827.4|
NC_000913.3	2443891	2444169	-	2309	epmC	uncharacterized protein	ref|NP_416828.1|
NC_000913.3	2444203	2444751	-	2310	yfcA	Elongation Factor P Lys34 hydroxylase	ref|NP_416829.1|
NC_000913.3	2444751	2445560	-	2311	mepA	TauE/TSUP family inner membrane protein	ref|NP_416830.1|
NC_000913.3	2445560	2446384	-	2312	aroC	murein DD-endopeptidase	ref|NP_416831.1|
NC_000913.3	2446388	2447473	-	2313	prmB	chorismate synthase	ref|NP_416832.1|
NC_000913.3	2447508	2448440	-	2314	smrB	N5-glutamine methyltransferase	ref|NP_416833.4|
NC_000913.3	2448606	2449157	+	2315	yfcO	putative DNA endonuclease	ref|NP_416834.1|
NC_000913.3	2449228	2450049	-	2316	yfcP	DUF2544 family putative outer membrane protein	ref|NP_416835.2|
NC_000913.3	2450051	2450590	-	2317	yfcQ	putative fimbrial-like adhesin protein	ref|NP_416836.1|
NC_000913.3	2450587	2451075	-	2318	yfcR	putative fimbrial-like adhesin protein	ref|NP_416837.1|
NC_000913.3	2451072	2451584	-	2319	yfcS	putative fimbrial-like adhesin protein	ref|NP_416838.1|
NC_000913.3	2451584	2452336	-	2320	yfcU	putative periplasmic pilin chaperone	ref|NP_416839.1|
NC_000913.3	2452356	2455001	-	2321	yfcV	NA	NA
NC_000913.3	2455083	2455646	-	2322	sixA	putative fimbrial-like adhesin protein	ref|NP_416841.1|
NC_000913.3	2456327	2456812	-	2323	fadJ	phosphohistidine phosphatase	ref|NP_416842.1|
NC_000913.3	2457015	2459159	-	2324	fadI	enoyl-CoA hydratase/epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase	ref|NP_416843.1|
NC_000913.3	2459159	2460469	-	2325	yfcZ	beta-ketoacyl-CoA thiolase, anaerobic, subunit	ref|NP_416844.1|
NC_000913.3	2460650	2460934	-	2326	fadL	UPF0381 family protein	ref|NP_416845.2|
NC_000913.3	2461306	2462646	+	2327	yfdF	long-chain fatty acid outer membrane transporter	ref|NP_416846.2|
NC_000913.3	2463012	2464070	+	2328	mlaA	uncharacterized protein	ref|NP_416847.1|
NC_000913.3	2464252	2465007	-	2329	yfdC	ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component	ref|NP_416848.1|
NC_000913.3	2465301	2466233	+	2330	intS	tRNA-Arg	ref|NP_416849.1|
NC_000913.3	2466545	2467702	+	2331	gtrA	CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase	ref|NP_416850.1|
NC_000913.3	2467855	2468217	+	2332	gtrB	CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase	ref|NP_416851.1|
NC_000913.3	2468214	2469134	+	2333	gtrS	CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase	ref|NP_416852.1|
NC_000913.3	2469131	2470462	+	2334	tfaS	serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage	ref|NP_416853.1|
NC_000913.3	2470815	2471105	+	2335	yfdK	NA	NA
NC_000913.3	2471077	2471517	-	2336	yfdL	CPS-53 (KpLE1) prophage; conserved protein	ref|NP_416855.1|
NC_000913.3	2471544	2472122	-	2337	yfdM	NA	NA
NC_000913.3	2472118	2472387	-	2338	yfdN	NA	NA
NC_000913.3	2472387	2472881	-	2339	oweS	CPS-53 (KpLE1) prophage; uncharacterized protein	ref|NP_416858.1|
NC_000913.3	2472878	2473585	-	2340	yfdP	NA	NA
NC_000913.3	2473604	2473966	+	2341	yfdQ	CPS-53 (KpLE1) prophage; uncharacterized protein	ref|NP_416860.4|
NC_000913.3	2474032	2474856	+	2342	yfdR	CPS-53 (KpLE1) prophage; uncharacterized protein	ref|NP_416861.1|
NC_000913.3	2474984	2475520	+	2343	yfdS	CPS-53 (KpLE1) prophage; conserved protein	ref|NP_416862.2|
NC_000913.3	2475511	2475873	+	2344	yfdT	CPS-53 (KpLE1) prophage; uncharacterized protein	ref|NP_416863.1|
NC_000913.3	2475873	2476178	+	2345	ypdJ	CPS-53 (KpLE1) prophage; uncharacterized protein	ref|NP_416864.1|
NC_000913.3	2476181	2476231	+	2346	torI	NA	NA
NC_000913.3	2476310	2476510	+	2347	dsdC	tRNA-Xxx	ref|YP_588463.1|
